CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
142929551,435.5,3.2,2,8
142962229,384.5,3.3,1,7
143964598,449.6,5.0,2,7
160421276,477.5,4.4,1,10
162640810,469.4,4.5,2,7
163993920,315.33,3.6,1,6
167862512,388.2,3.8,1,6
167965137,388.2,3.8,1,6
169437613,454.3,3.8,1,7
169439588,466.4,4.5,2,7
171682518,412.3,4.4,0,5
176031776,407.5,3.6,1,7
177191899,330.4,2.8,1,6
177373908,429.3,4.2,0,6
177378332,412.5,3.2,1,8
