CID,MolecularWeight,XLogP,HBondDonorCount,HBondAcceptorCount
130252254,426.0,3.7,2,5
140104787,466.8,4.2,2,5
143190094,460.4,4.4,1,5
143190103,435.3,3.8,2,5
144803978,443.4,4.6,2,5
144887706,464.3,3.1,2,5
146185173,363.5,2.3,2,5
147910687,433.3,4.1,1,5
151014559,418.3,3.2,2,5
152251131,432.3,3.6,2,5
162754802,430.3,4.1,2,5
164044930,472.4,4.3,2,5
170178907,403.3,3.5,1,4
175975723,382.9,3.3,1,4
175975729,368.9,2.9,1,4
175975731,382.9,3.3,1,4
175975737,382.9,3.3,1,4
176841575,423.3,4.6,1,5
60197361,429.6,3.2,2,6
60197362,428.6,3.2,2,6
60197363,428.6,3.2,2,6
60197459,424.6,3.2,2,6
60197460,423.6,3.2,2,6
60197461,424.6,3.2,2,6
60197462,424.6,3.2,2,6
60197551,424.6,3.2,2,6
60197552,425.6,3.2,2,6
60197553,424.6,3.2,2,6
60197554,424.6,3.2,2,6
60197652,423.6,3.2,2,6
60197653,418.6,3.2,2,6
71315007,454.4,3.7,2,6
71538363,467.4,4.2,1,6
71538634,483.4,4.5,1,6
71726663,481.3,3.4,1,7
71726664,480.3,3.4,1,7
71726666,481.3,3.4,1,7
71726667,478.4,4.0,2,6
71726787,491.4,4.2,2,6
71727041,467.4,4.2,1,6
71727042,468.3,2.9,2,7
71727043,468.3,2.9,2,7
71727044,467.4,2.6,3,7
71727167,469.3,3.1,1,7
71727168,437.3,3.3,2,6
71727169,438.3,3.3,2,6
71727170,438.3,3.3,2,6
71727171,438.3,3.3,2,6
71727394,439.3,3.6,1,6
71727395,439.3,3.6,1,6
71727603,453.3,2.1,3,7
71727606,438.3,3.2,2,6
72704452,421.6,3.2,2,6
72704629,424.6,3.2,2,6
72704643,420.6,3.2,2,6
72704644,420.6,3.2,2,6
72704645,420.6,3.2,2,6
72704832,421.6,3.2,2,6
73442037,470.3,4.0,2,7
73442040,467.3,2.9,2,7
73442041,466.4,2.6,3,7
74224003,495.4,4.2,2,8
76973768,459.4,3.7,2,6
76973938,457.3,3.7,2,6
77844035,456.5,3.7,2,8
77844037,456.5,3.7,2,8
77844096,457.6,3.7,2,8
77844098,456.5,3.7,2,8
77844157,457.6,3.7,2,8
77844159,455.5,3.7,2,8
77844219,456.5,3.7,2,8
77844349,495.4,4.2,2,8
77844413,496.4,4.2,2,8
77844416,487.3,4.2,2,8
77844479,494.4,4.2,2,8
77844481,495.4,4.2,2,8
77844543,487.3,4.2,2,8
77844545,488.3,4.2,2,8
77844547,490.3,4.2,2,8
77844605,491.3,4.2,2,8
77844607,490.3,4.2,2,8
77844668,492.4,4.2,2,8
77844670,491.3,4.2,2,8
77844672,492.4,4.2,2,8
77844725,491.3,4.2,2,8
77844727,491.3,4.2,2,8
77844775,460.6,3.7,2,8
77844777,461.6,3.7,2,8
77844830,451.5,3.7,2,8
77844832,452.5,3.7,2,8
77844834,459.6,3.7,2,8
77844890,460.6,3.7,2,8
77844892,452.5,3.7,2,8
77844951,453.5,3.7,2,8
77844953,455.5,3.7,2,8
91971530,470.3,3.0,2,6
144887696,443.9,2.9,2,5
